,"Ip","Protocol","Src Port","Dst Port","Seq","Ack","Len"
"2429","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2276078,1027,3137
"2430","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2279215,0
"2431","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2282050,1027,1362
"2432","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2282050,0
"2433","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2279215,1027,2835
"2434","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2283412,0
"2435","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2283412,1027,2872
"2436","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2286284,0
"2437","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2286284,1027,2724
"2438","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2289008,0
"2439","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2289008,1027,2798
"2440","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2291806,0
"2441","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2291806,1027,1399
"2442","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2293205,0
"2443","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2293205,1027,1399
"2444","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2294604,1027,1399
"2445","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2296003,0
"2446","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2296003,1027,1436
"2447","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2297439,1027,2733
"2448","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2300172,0
"2449","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2300172,1027,2798
"2450","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2302970,0
"2451","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2302970,1027,2798
"2452","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2305768,0
"2453","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2308566,0
"2454","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2305768,1027,2798
"2455","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2308566,1027,2798
"2456","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2311364,0
"2457","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2311364,1027,1399
"2458","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2312763,0
"2459","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2312763,1027,2835
"2460","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2315598,0
"2461","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2315598,1027,1477
"2462","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2317075,0
"2463","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2317075,1027,1399
"2464","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2318474,0
"2465","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2318474,1027,2835
"2466","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2321309,0
"2467","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2321309,1027,2761
"2468","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2324070,0
"2469","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2324070,1027,2798
"2470","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2326868,0
"2471","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2326868,1027,1436
"2472","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2328304,0
"2473","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2328304,1027,3271
"2474","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2331575,0
"2475","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2331575,1027,2798
"2476","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2334373,0
"2477","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2334373,1027,1399
"2478","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2335772,0
"2479","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2335772,1027,1399
"2480","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2337171,1027,2156
"2481","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2339327,0
"2482","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2339327,1027,1399
"2483","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2340726,0
"2484","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2340726,1027,2798
"2485","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2343524,0
"2486","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2343524,1027,2798
"2487","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2346322,0
"2488","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2346322,1027,2156
"2489","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2348478,0
"2490","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2348478,1027,4197
"2491","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2352675,0
"2492","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2352675,1027,2798
"2493","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2355473,0
"2494","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2355473,1027,1436
"2495","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2356909,0
"2496","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2356909,1027,720
"2497","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2357629,0
"2498","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2357629,1027,1399
"2499","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2359028,0
"2500","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2359028,1027,1399
"2501","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2360427,1027,1399
"2502","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2361826,0
"2503","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2361826,1027,1436
"2504","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2363262,1027,2119
"2505","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2365381,0
"2506","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2365381,1027,1399
"2507","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2366780,0
"2508","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2366780,1027,1399
"2509","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2368179,1027,1399
"2510","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2369578,0
"2511","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2369578,1027,1399
"2512","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2370977,1027,1399
"2513","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2372376,0
"2514","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2372376,1027,2798
"2515","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2375174,0
"2516","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2375174,1027,2835
"2517","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2378009,0
"2518","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2378009,1027,1436
"2519","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2379445,0
"2520","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2379445,1027,1436
"2521","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2380881,1027,2724
"2522","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2383605,0
"2523","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2383605,1027,2761
"2524","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2386366,0
"2525","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2386366,1027,1399
"2526","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2387765,0
"2527","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2387765,1027,1436
"2528","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2389201,0
"2529","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2389201,1027,1362
"2530","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2390563,0
"2531","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2390563,1027,1436
"2532","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2391999,0
"2533","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2391999,1027,2761
"2534","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2394760,0
"2535","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2394760,1027,2798
"2536","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2397558,0
"2537","192.168.170.1,239.255.255.250",
"2538","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2397558,1027,1399
"2539","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2398957,0
"2540","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2398957,1027,1399
"2541","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2400356,1027,2798
"2542","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2403154,0
"2543","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2403154,1027,1399
"2544","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2404553,0
"2545","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2404553,1027,2798
"2546","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2407351,0
"2547","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2407351,1027,1399
"2548","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2408750,0
"2549","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2408750,1027,1399
"2550","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2410149,1027,1399
"2551","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2411548,0
"2552","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2411548,1027,1399
"2553","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2412947,1027,1399
"2554","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2414346,0
"2555","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2414346,1027,2798
"2556","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2417144,0
"2557","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2417144,1027,1399
"2558","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2418543,0
"2559","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2418543,1027,1399
"2560","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2419942,1027,2835
"2561","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2422777,0
"2562","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2422777,1027,1362
"2563","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2424139,0
"2564","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2424139,1027,1399
"2565","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2425538,0
"2566","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2425538,1027,1399
"2567","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2426937,1027,2798
"2568","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2429735,0
"2569","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2429735,1027,2872
"2570","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2432607,0
"2571","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2432607,1027,1325
"2572","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2436804,0
"2573","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2433932,1027,2872
"2574","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2436804,1027,2500
"2575","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2439304,0
"2576","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2439304,1027,2798
"2577","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2442102,0
"2578","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2444900,1027,1399
"2579","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2442102,1027,2798
"2580","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2444900,0
"2581","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2446299,0
"2582","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2446299,1027,2798
"2583","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2449097,0
"2584","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2449097,1027,1399
"2585","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2450496,0
"2586","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2450496,1027,1399
"2587","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2451895,1027,2798
"2588","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2454693,0
"2589","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2454693,1027,2798
