,"Ip","Protocol","Src Port","Dst Port","Seq","Ack","Len"
"2123","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1966678,1027,1399
"2124","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1968077,1027,1399
"2125","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1969476,0
"2126","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1969476,1027,2835
"2127","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1972311,0
"2128","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1972311,1027,2761
"2129","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1975072,0
"2130","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1975072,1027,1399
"2131","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1976471,0
"2132","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1976471,1027,1399
"2133","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1977870,1027,1399
"2134","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1979269,0
"2135","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1979269,1027,1399
"2136","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1980668,1027,1399
"2137","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1982067,0
"2138","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1982067,1027,1399
"2139","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1983466,1027,1399
"2140","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1984865,0
"2141","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1984865,1027,2798
"2142","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1987663,0
"2143","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1987663,1027,1399
"2144","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1989062,0
"2145","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1989062,1027,1399
"2146","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1990461,1027,1399
"2147","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1991860,0
"2148","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1991860,1027,2219
"2149","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1994079,0
"2150","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1994079,1027,1399
"2151","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1995478,0
"2152","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1995478,1027,1436
"2153","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1996914,0
"2154","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1996914,1027,2761
"2155","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1999675,0
"2156","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2001718,0
"2157","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1999675,1027,2043
"2158","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2001718,1027,1399
"2159","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2003117,0
"2160","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2003117,1027,2798
"2161","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2005915,0
"2162","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2005915,1027,1399
"2163","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2007314,0
"2164","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2007314,1027,1399
"2165","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2008713,1027,2156
"2166","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2010869,0
"2167","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2010869,1027,1399
"2168","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2012268,1027,1399
"2169","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2012268,0
"2170","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2013667,1027,2798
"2171","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2016465,0
"2172","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2016465,1027,1399
"2173","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2017864,1027,2798
"2174","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2020662,0
"2175","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2020662,1027,2179
"2176","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2022841,0
"2177","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2022841,1027,2798
"2178","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2025639,0
"2179","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2025639,1027,1399
"2180","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2027038,0
"2181","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2027038,1027,1399
"2182","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2028437,1027,2156
"2183","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2030593,0
"2184","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2030593,1027,1399
"2185","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2031992,0
"2186","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2031992,1027,2835
"2187","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2034827,0
"2188","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2034827,1027,1362
"2189","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2036189,0
"2190","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2036189,1027,2835
"2191","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2039024,0
"2192","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2039024,1027,720
"2193","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2039744,0
"2194","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2039744,1027,1399
"2195","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2041143,0
"2196","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2041143,1027,1399
"2197","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2042542,1027,1399
"2198","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2043941,0
"2199","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2043941,1027,1436
"2200","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2045377,1027,2798
"2201","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2048175,0
"2202","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2048175,1027,2872
"2203","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2051047,0
"2204","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2051047,1027,1800
"2205","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2052847,1027,757
"2206","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2052847,0
"2207","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2053604,0
"2208","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2053604,1027,1399
"2209","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2055003,0
"2210","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2055003,1027,2835
"2211","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2057838,0
"2212","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2057838,1027,1362
"2213","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2059200,0
"2214","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2059200,1027,1399
"2215","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2060599,0
"2216","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2060599,1027,2835
"2217","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2063434,0
"2218","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2063434,1027,3518
"2219","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2066952,0
"2220","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2069750,0
"2221","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2066952,1027,2798
"2222","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2069750,1027,3555
"2223","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2073305,0
"2224","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2073305,1027,1399
"2225","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2074704,0
"2226","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2074704,1027,1399
"2227","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2076103,1027,1399
"2228","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2077502,0
"2229","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2077502,1027,1436
"2230","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2078938,1027,1231
"2231","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2080169,0
"2232","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2080169,1027,2798
"2233","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2082967,0
"2234","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2082967,1027,1436
"2235","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2084403,0
"2236","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2084403,1027,1362
"2237","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2085765,0
"2238","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2085765,1027,1399
"2239","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2087164,0
"2240","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2087164,1027,757
"2241","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2087921,0
"2242","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2087921,1027,1399
"2243","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2089320,0
"2244","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2089320,1027,2798
"2245","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2092118,0
"2246","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2092118,1027,2798
"2247","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2094916,0
"2248","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2094916,1027,1399
"2249","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2096315,0
"2250","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2096315,1027,2798
"2251","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2099113,0
"2252","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2099113,1027,1399
"2253","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2100512,0
"2254","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2100512,1027,1399
"2255","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2101911,1027,1399
"2256","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2103310,0
"2257","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2103310,1027,1436
"2258","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2104746,1027,1362
"2259","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2106108,0
"2260","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2106108,1027,1514
"2261","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2107622,0
"2262","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2107622,1027,1399
"2263","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2109021,0
"2264","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2109021,1027,2798
"2265","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2111819,0
"2266","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2111819,1027,1399
"2267","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2113218,0
"2268","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2113218,1027,2798
"2269","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2116016,0
"2270","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2116016,1027,2835
"2271","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2118851,1027,1362
"2272","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2118851,0
"2273","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2120213,0
"2274","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2123011,0
"2275","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2120213,1027,2798
"2276","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2123011,1027,1399
"2277","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2124410,0
"2278","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2124410,1027,1399
"2279","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2125809,1027,2503
"2280","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2128312,0
"2281","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2128312,1027,1399
"2282","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2129711,0
"2283","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2129711,1027,2798
"2284","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2132509,0
"2285","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2132509,1027,1399
"2286","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2133908,0
"2287","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2133908,1027,1399
"2288","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2135307,1027,1399
"2289","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2136706,0
"2290","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2136706,1027,1399
"2291","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2138105,1027,2156
"2292","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2140261,0
"2293","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2140261,1027,1399
"2294","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2141660,0
"2295","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2141660,1027,1436
"2296","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2143096,0
"2297","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2143096,1027,1362
"2298","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2144458,0
"2299","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2144458,1027,1399
"2300","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2145857,0
"2301","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2145857,1027,2156
"2302","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2148013,0
"2303","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2148013,1027,1399
"2304","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2152210,0
"2305","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2149412,1027,2798
"2306","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2152210,1027,1436
"2307","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2153646,0
"2308","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2153646,1027,2761
"2309","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2156407,0
"2310","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2156407,1027,1399
"2311","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2157806,0
"2312","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2157806,1027,1399
"2313","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2159205,1027,2798
"2314","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2162003,0
"2315","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2162003,1027,1399
"2316","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2163402,0
"2317","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2163402,1027,1436
"2318","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2164838,0
"2319","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2164838,1027,1362
"2320","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2166200,1027,2872
"2321","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2169072,0
"2322","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2169072,1027,2565
"2323","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2171637,0
"2324","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2171637,1027,2798
"2325","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2174435,0
"2326","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2174435,1027,2798
"2327","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2177233,0
"2328","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2177233,1027,1399
"2329","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2178632,0
"2330","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2178632,1027,1399
"2331","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2180031,1027,1399
"2332","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2181430,0
"2333","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2181430,1027,1399
"2334","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2182829,1027,1436
"2335","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2184265,0
"2336","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2184265,1027,1362
"2337","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2185627,0
"2338","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2185627,1027,1399
"2339","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2187026,0
"2340","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2187026,1027,1514
"2341","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2188540,0
"2342","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2188540,1027,1399
"2343","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2189939,0
"2344","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2189939,1027,1399
"2345","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2191338,1027,1399
"2346","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2192737,0
"2347","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2192737,1027,1436
"2348","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2194173,1027,1362
"2349","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2195535,0
"2350","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2195535,1027,1399
"2351","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2196934,0
"2352","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2196934,1027,1399
"2353","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2198333,1027,1399
"2354","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2199732,0
"2355","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2199732,1027,1399
"2356","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2201131,1027,1399
"2357","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2202530,0
"2358","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2202530,1027,1399
"2359","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2203929,1027,1436
"2360","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2205365,0
"2361","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2205365,1027,1362
"2362","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2206727,0
"2363","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2206727,1027,1399
"2364","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2208126,0
"2365","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2208126,1027,1399
"2366","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2209525,1027,1399
"2367","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2210924,0
"2368","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2210924,1027,1436
"2369","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2212360,1027,2761
"2370","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2215121,0
"2371","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2215121,1027,2798
"2372","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2217919,1027,1399
"2373","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2217919,0
"2374","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2219318,0
"2375","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2219318,1027,2798
"2376","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2222116,1027,1197
"2377","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2222116,0
"2378","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2223313,0
"2379","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2223313,1027,2798
"2380","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2226111,0
"2381","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2226111,1027,1399
"2382","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2227510,0
"2383","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2227510,1027,1399
"2384","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2228909,1027,1399
"2385","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2230308,0
"2386","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2230308,1027,757
"2387","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2231065,0
"2388","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2231065,1027,1399
"2389","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2235262,0
"2390","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2232464,1027,2798
"2391","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2235262,1027,1399
"2392","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2236661,0
"2393","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2236661,1027,1399
"2394","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2238060,1027,1399
"2395","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2239459,0
"2396","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2239459,1027,1399
"2397","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2240858,1027,1399
"2398","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2242257,0
"2399","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2242257,1027,1399
"2400","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2243656,1027,2835
"2401","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2246491,0
"2402","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2246491,1027,1990
"2403","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2248481,0
"2404","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2248481,1027,2798
"2405","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2251279,0
"2406","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2251279,1027,1399
"2407","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2252678,0
"2408","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2252678,1027,1399
"2409","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2254077,1027,1399
"2410","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2255476,0
"2411","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2255476,1027,1436
"2412","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2256912,1027,1362
"2413","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2258274,0
"2414","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2258274,1027,2156
"2415","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2260430,0
"2416","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2260430,1027,1399
"2417","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2261829,1027,1399
"2418","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2261829,0
"2419","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2263228,1027,2798
"2420","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2266026,0
"2421","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2266026,1027,2872
"2422","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2268898,0
"2423","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2268898,1027,2872
"2424","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2271770,0
"2425","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2274642,1027,1436
"2426","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2271770,1027,2872
"2427","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2274642,0
"2428","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2276078,0
